workerid,proliferate.condition,experiment_id,error
306,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
73,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
454,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
421,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
118,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
89,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
342,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
290,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
274,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
94,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
404,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
107,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
97,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
155,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
147,condition=H&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
187,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
179,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
420,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
341,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
260,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
182,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
382,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
376,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
453,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
240,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
176,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
305,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
289,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
230,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
248,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
170,condition=M&label=S&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
169,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
209,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
321,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
188,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
175,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
398,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
451,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
323,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
181,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
325,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
442,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
196,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
456,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
194,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
288,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
214,condition=M&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
369,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
303,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
178,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
227,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
241,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
201,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
168,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
449,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
218,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
271,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
197,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
378,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
208,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
433,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
213,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
287,condition=M&label=SH&respKeyExp=0&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
186,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
375,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
380,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
236,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
361,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
245,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
229,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
462,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
247,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
184,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
463,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
177,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
416,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
286,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
235,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
161,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
239,condition=M&label=SH&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
158,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
85,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
128,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
285,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
72,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
114,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
415,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
438,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
123,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
258,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
270,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
139,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
360,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
409,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
87,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
348,condition=H&label=SH&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
122,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
113,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
429,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
414,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
65,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
66,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
284,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
154,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
92,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
394,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
133,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
316,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
436,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
333,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
125,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
320,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
336,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
203,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
367,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
167,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
314,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
195,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
174,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
412,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
251,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
317,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
165,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
425,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
439,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
318,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
223,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
283,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
246,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
